*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   600337 *        1 *    101197 *        28 *      5508 * 32.633819 * 1040.9104 *      3521 * 1616072128.731568 *
*   600732 *        3 *    101208 *        47 *      3885 * 32.872448 * 1131.2852 *      3468 * 1616462679.767791 *
*   600854 *        3 *    101209 *         2 *     12447 * 32.496528 * 1088.3333 *      3561 * 1616470651.195420 *
*   600877 *       12 *    101209 *         3 *     11179 * 32.629455 * 1005.4642 *      3531 * 1616471132.575496 *
*   600879 *        4 *    101209 *         4 *      1146 * 32.735824 * 1042.5512 *      3559 * 1616471250.371538 *
*   600899 *        1 *    101209 *         5 *      5375 * 32.608943 * 752.07458 *      3573 * 1616471973.044446 *
*   601321 *        4 *    101209 *        26 *      9900 * 32.430980 * 1054.0344 *      3498 * 1616485198.164517 *
*   601589 *        5 *    101209 *        40 *      5547 * 32.563678 * 1119.3866 *      3535 * 1616492767.363413 *
*   601608 *        5 *    101209 *        41 *      5221 * 32.670204 * 934.58911 *      3550 * 1616493247.613929 *
*   601812 *        4 *    101212 *        19 *     13869 * 32.780090 * 1040.4001 *      3408 * 1616568175.420948 *
*   601989 *        1 *    101213 *        12 *      8620 * 32.436550 * 1080.1063 *      3551 * 1616580984.290025 *
*   602113 *        0 *    101213 *        24 *      1190 * 32.469429 * 938.01080 *      3471 * 1616586698.748735 *
*   602167 *        0 *    101213 *        28 *      5570 * 31.894739 * 925.04852 *      3449 * 1616588981.648024 *
*   602241 *        8 *    101213 *        35 *      1252 * 31.823759 * 1115.6005 *      3493 * 1616592469.795877 *
*   602246 *       21 *    101213 *        35 *      2794 * 33.155929 * 1158.2713 *      3490 * 1616592531.840090 *
*   602373 *       13 *    101214 *         2 *     10073 * 32.334205 * 959.90130 *      3500 * 1616597461.590981 *
*   602452 *        4 *    101214 *         9 *      4024 * 32.510746 * 1006.8122 *      3452 * 1616600706.949824 *
*   602698 *       19 *    101223 *        14 *      3806 * 32.080604 * 1129.6059 *      3148 * 1616619653.324378 *
*   602737 *       11 *    101223 *        17 *      8869 * 32.627315 * 741.12866 *      3456 * 1616621397.685468 *
*   602789 *        8 *    101223 *        22 *     13997 * 32.832649 * 1058.7834 *      3447 * 1616624644.807053 *
*   603011 *        0 *    101223 *        39 *      8125 * 32.493843 * 966.46716 *      3459 * 1616635048.242611 *
*   603089 *        2 *    101223 *        46 *      9751 * 32.653862 * 965.87371 *      3522 * 1616640097.994345 *
*   603155 *        0 *    101223 *        54 *     13867 * 32.243366 * 998.14611 *      3404 * 1616645630.074947 *
*   603546 *        6 *    101224 *        24 *      2652 * 32.537822 * 899.50781 *      3462 * 1616667095.074536 *
*   603566 *        1 *    101224 *        25 *      9720 * 32.330455 * 899.65472 *      3540 * 1616667933.802769 *
*   603982 *       22 *    101225 *        31 *      7766 * 32.670372 * 1136.5518 *      3503 * 1616697280.565095 *
*   603988 *        2 *    101225 *        31 *     12079 * 32.843265 * 1009.9865 *      3469 * 1616697463.090804 *
*   604045 *        6 *    101225 *        37 *     12223 * 32.450496 * 1143.0427 *      3516 * 1616701730.733135 *
*   604157 *       14 *    101225 *        47 *      4322 * 32.751476 * 1120.0870 *      3515 * 1616707986.081381 *
*   604185 *        6 *    101225 *        49 *      9630 * 32.614547 * 1096.6152 *      3548 * 1616709308.403031 *
*   604659 *        3 *    101226 *        30 *      1212 * 31.332439 * 927.73675 *      3426 * 1616735884.273244 *
*   604748 *       18 *    101226 *        36 *      5364 * 32.058864 * 986.51147 *      3497 * 1616739370.426566 *
*   604751 *        2 *    101226 *        36 *      8173 * 32.653610 * 1227.6495 *      3471 * 1616739489.754031 *
*   605135 *        2 *    101227 *         9 *      8552 * 32.317092 * 1037.5491 *      3450 * 1616758953.310505 *
*   605224 *       10 *    101227 *        16 *      1335 * 32.485034 * 959.45575 *      3442 * 1616762406.667034 *
*   605235 *        2 *    101227 *        17 *      1076 * 32.639156 * 901.78222 *      3397 * 1616762950.691795 *
*   605324 *        2 *    101227 *        23 *     11531 * 32.553085 * 1003.2669 *      3446 * 1616767315.141819 *
*   605390 *       19 *    101227 *        29 *      1451 * 31.921302 * 1079.6701 *      3444 * 1616771801.415902 *
*   605424 *       10 *    101234 *         1 *      1652 * 32.563766 * 1014.4061 *      3468 * 1616792412.490952 *
*   605454 *        1 *    101236 *         2 *      4903 * 32.319793 * 1083.8563 *      3493 * 1616796282.339670 *
*   605516 *        1 *    101236 *         7 *      2445 * 32.273056 * 987.60272 *      3528 * 1616799615.561023 *
*   606136 *       11 *    101236 *        45 *     14468 * 32.461402 * 1092.4001 *      3461 * 1616826251.993355 *
*   606143 *       11 *    101236 *        46 *      5197 * 32.628273 * 1086.4193 *      3466 * 1616826553.172818 *
*   606457 *        5 *    101237 *         6 *      4376 * 32.552085 * 1186.0531 *      3584 * 1616843032.555101 *
*   606595 *       11 *    101237 *        20 *      2819 * 32.586437 * 1034.9781 *      3531 * 1616851268.309498 *
*   606680 *        0 *    101238 *         2 *      9028 * 32.640132 * 1094.2347 *      3421 * 1616855058.427102 *
*   606688 *        5 *    101238 *         3 *      9948 * 32.851581 * 1057.6234 *      3486 * 1616855599.671392 *
*   606836 *        4 *    101238 *        13 *      8298 * 32.453681 * 693.81201 *      3530 * 1616862211.625123 *
*   606915 *        0 *    101238 *        18 *      3873 * 32.450180 * 1024.9227 *      3505 * 1616866123.944780 *
*   606979 *        0 *    101238 *        23 *      6547 * 32.406936 * 1136.7325 *      3521 * 1616869848.600556 *
*   607333 *        2 *    101240 *         9 *      7818 * 32.483440 * 1032.4699 *      3415 * 1616888368.504995 *
*   607335 *        6 *    101240 *         9 *     10536 * 32.156780 * 978.75640 *      3511 * 1616888488.311784 *
*   607565 *        2 *    101240 *        26 *      2365 * 31.740247 * 953.97235 *      3426 * 1616899012.050448 *
*   607570 *        5 *    101240 *        26 *      5166 * 32.440071 * 1172.9408 *      3523 * 1616899131.778504 *
*   607736 *        0 *    101240 *        43 *      3858 * 32.387012 * 998.22192 *      3506 * 1616910375.615563 *
*   607807 *        7 *    101240 *        50 *      2560 * 32.583984 * 735.27856 *      3517 * 1616914285.253059 *
*   607808 *        0 *    101240 *        50 *      3842 * 32.709583 * 1148.0095 *      3455 * 1616914343.347313 *
*   607823 *        0 *    101240 *        51 *      5559 * 32.438423 * 1088.6905 *      3457 * 1616915008.107535 *
*   607851 *        2 *    101240 *        54 *      4914 * 32.530315 * 1222.7233 *      3519 * 1616916810.520304 *
*   608251 *       11 *    101241 *        28 *      1006 * 32.626396 * 970.56646 *      3535 * 1616938696.924967 *
*   608561 *       16 *    101241 *        48 *      8971 * 31.559532 * 908.58136 *      3533 * 1616953490.738941 *
*   608591 *        9 *    101241 *        52 *      3694 * 32.685619 * 866.41809 *      3493 * 1616956075.658491 *
*   608652 *        2 *    101242 *        44 *      1028 * 32.888473 * 836.95947 *      3376 * 1617006248.856528 *
*   608853 *        0 *    101245 *         0 *      6115 * 32.784992 * 457.11102 *      3466 * 1617059750.877927 *
*   608902 *        9 *    101245 *         5 *     12759 * 33.843349 * 495.97216 *      3452 * 1617063297.041787 *
*   608951 *        4 *    101245 *        12 *      3941 * 32.465133 * 476.46850 *      3527 * 1617067627.719533 *
*   608978 *        2 *    101245 *        15 *      9721 * 32.618003 * 513.20977 *      3555 * 1617069912.345043 *
*   608983 *        0 *    101245 *        16 *      8121 * 32.433403 * 330.88116 *      3485 * 1617070393.182049 *
*   608986 *        7 *    101245 *        17 *      4082 * 32.517780 * 526.00640 *      3557 * 1617070754.949669 *
*   609008 *        2 *    101245 *        20 *     11842 * 32.669754 * 393.55764 *      3491 * 1617072799.738887 *
*   609062 *        6 *    101245 *        30 *     10744 * 32.423019 * 456.37643 *      3540 * 1617078509.879755 *
*   609079 *        1 *    101245 *        34 *     10611 * 32.401882 * 566.92041 *      3535 * 1617081098.017392 *
*   609153 *       14 *    101245 *        45 *      2400 * 32.594699 * 536.17511 *      3474 * 1617088260.206882 *
*   609166 *       13 *    101245 *        46 *      6497 * 32.410057 * 432.60253 *      3467 * 1617089112.895509 *
*   609170 *        0 *    101245 *        46 *     13452 * 32.340549 * 534.36920 *      3478 * 1617089413.430069 *
*   609229 *       14 *    101245 *        54 *     13539 * 33.296379 * 580.18707 *      3458 * 1617093983.362091 *
*   609231 *        1 *    101245 *        55 *      1106 * 32.416656 * 373.99496 *      3508 * 1617094040.866953 *
*   609252 *        5 *    101245 *        59 *      1089 * 32.493988 * 544.27002 *      3474 * 1617096328.051898 *
*   609263 *        1 *    101245 *        60 *      3927 * 32.902221 * 533.77185 *      3479 * 1617096986.122485 *
*   609329 *       14 *    101246 *         5 *      2448 * 31.910451 * 518.39904 *      3500 * 1617101919.835529 *
*   609343 *        6 *    101246 *         6 *     12593 * 32.432361 * 442.24713 *      3484 * 1617102882.647370 *
*   609345 *        5 *    101246 *         7 *      1028 * 32.831760 * 596.63568 *      3565 * 1617102940.644995 *
*   609359 *        5 *    101246 *         9 *      2374 * 32.647689 * 465.97094 *      3542 * 1617104082.380552 *
*   609391 *        0 *    101246 *        13 *     10010 * 32.663612 * 567.63305 *      3437 * 1617106548.082444 *
*   609402 *       12 *    101246 *        16 *       913 * 31.466264 * 570.00518 *      3461 * 1617107569.683946 *
*   609441 *        1 *    101246 *        21 *     10364 * 32.610172 * 480.56427 *      3562 * 1617111299.224830 *
*   609443 *        1 *    101246 *        21 *     11614 * 32.699333 * 481.46096 *      3437 * 1617111357.781852 *
*   609465 *        3 *    101246 *        25 *      6337 * 33.096756 * 570.51409 *      3349 * 1617114302.137033 *
*   609722 *        1 *    101247 *        13 *      5019 * 32.201564 * 806.63531 *      3528 * 1617130902.973014 *
*   609735 *        0 *    101247 *        14 *      4011 * 31.989666 * 866.27569 *      3541 * 1617131566.871209 *
*   609804 *        3 *    101247 *        20 *     12431 * 32.448879 * 731.93017 *      3532 * 1617136138.819559 *
*   609861 *        0 *    101247 *        25 *      5269 * 32.261516 * 719.40881 *      3486 * 1617139207.185297 *
*   609947 *        1 *    101247 *        32 *      5550 * 32.347076 * 755.77526 *      3523 * 1617143900.684933 *
*   610027 *        6 *    101247 *        38 *       879 * 32.748550 * 584.63208 *      3488 * 1617147509.279604 *
*   610149 *        1 *    101247 *        47 *     10502 * 32.337566 * 855.61969 *      3549 * 1617154009.586291 *
*   610160 *        0 *    101247 *        48 *     11763 * 32.112468 * 868.11010 *      3527 * 1617154789.719127 *
*   610246 *        2 *    101247 *        55 *     15389 * 32.332592 * 805.76647 *      3519 * 1617159423.265429 *
*   610273 *        1 *    101248 *         3 *      5369 * 32.218341 * 1105.2012 *      3471 * 1617161766.545321 *
*   610455 *        3 *    101248 *        20 *     15273 * 32.571487 * 1074.5185 *      3454 * 1617171871.203091 *
*   610494 *        1 *    101248 *        25 *      7093 * 32.626598 * 1037.5036 *      3545 * 1617174278.210371 *
*   610625 *        1 *    101248 *        38 *      2762 * 32.598049 * 1083.9394 *      3445 * 1617181677.777309 *
*   610780 *        5 *    101248 *        53 *      1359 *  32.22509 * 932.97662 *      3508 * 1617189974.354978 *
*   610884 *       10 *    101248 *        62 *      2469 * 32.646408 * 1019.4969 *      3498 * 1617195025.713278 *
*   610931 *       11 *    101249 *         3 *      7388 * 32.537185 * 1075.0354 *      3445 * 1617198871.370853 *
*   611051 *        5 *    101249 *        12 *      2725 * 32.606948 * 999.88433 *      3519 * 1617205790.088527 *
*   611205 *        2 *    101249 *        25 *      2389 * 32.350418 * 1110.4542 *      3520 * 1617214433.061275 *
*   611257 *        5 *    101249 *        29 *     13923 * 32.209487 * 1024.7962 *      3525 * 1617217401.470129 *
*   611475 *        3 *    101249 *        45 *     13594 * 32.349430 * 1071.1815 *      3551 * 1617227703.018915 *
*   611539 *        1 *    101249 *        51 *      6774 * 32.305946 * 977.34417 *      3542 * 1617231385.896465 *
*   611540 *        0 *    101249 *        51 *      6867 * 32.312683 * 958.32342 *      2963 * 1617231387.251135 *
*   611591 *       10 *    101249 *        55 *      6463 * 32.412586 * 978.93365 *      3506 * 1617233971.225451 *
*   611687 *        4 *    101249 *        63 *      9700 * 32.425201 * 1078.6014 *      3484 * 1617239264.273345 *
*   612256 *        6 *    101250 *        37 *      1096 * 32.504974 * 1135.6903 *      3470 * 1617262656.273965 *
*   612294 *       10 *    101250 *        39 *     13321 * 32.546833 * 1076.2476 *      3501 * 1617264520.185270 *
*   612393 *        7 *    101250 *        45 *     10897 * 32.475265 * 1050.3381 *      3381 * 1617268128.300912 *
*   612476 *        7 *    101250 *        50 *     12290 * 31.771438 * 1035.8322 *      3576 * 1617271193.690382 *
*   612513 *        1 *    101250 *        52 *     12283 * 32.635799 * 987.58465 *      3528 * 1617272334.720001 *
*   612849 *        1 *    101251 *         8 *       957 * 32.781192 * 1105.6225 *      3498 * 1617283940.330324 *
*   613041 *        2 *    101251 *        18 *     12024 * 32.523876 * 1077.4184 *      3481 * 1617290735.072640 *
*   613091 *        9 *    101251 *        21 *      9702 * 32.445709 * 1050.0601 *      3475 * 1617292600.181340 *
*   613099 *       11 *    101251 *        22 *      2378 * 32.032360 * 906.29736 *      3345 * 1617292901.739668 *
*   613164 *        0 *    101251 *        26 *      9856 * 32.385421 * 779.10864 *      3470 * 1617295725.402542 *
*   613338 *        0 *    101251 *        39 *     11689 * 32.652561 * 994.07806 *      3522 * 1617304327.364207 *
*   613463 *       10 *    101251 *        47 *     16745 * 32.473617 * 985.69543 *      3459 * 1617310038.712960 *
*   614428 *        0 *    101252 *        51 *      3556 * 32.552166 * 1195.7147 *      3546 * 1617359158.590944 *
*   614489 *        1 *    101252 *        55 *      3449 * 32.439426 * 967.91046 *      3383 * 1617361866.257874 *
*   614543 *        8 *    101252 *        57 *      5076 * 32.340049 * 1066.8979 *      3562 * 1617363431.390789 *
*   614602 *        3 *    101253 *         0 *      3395 * 32.643547 * 923.22723 *      3561 * 1617369381.093579 *
*   614700 *        5 *    101253 *         7 *     11929 * 31.882171 * 1035.0347 *      3483 * 1617375095.004068 *
*   614809 *       24 *    101254 *         3 *     11280 * 32.608203 * 1125.4692 *      3469 * 1617382428.429737 *
*   614829 *        2 *    101254 *         4 *     16149 * 32.580806 * 936.28210 *      3535 * 1617383570.591373 *
*   614857 *        5 *    101254 *         6 *     11410 * 32.686538 * 941.13366 *      3413 * 1617385074.947542 *
*   615218 *        1 *    101255 *        19 *     10760 * 32.431213 * 1023.7430 *      3439 * 1617403606.836666 *
*   615223 *        1 *    101255 *        20 *      1190 * 32.375530 *    855.75 *      3547 * 1617403788.697445 *
*   615249 *        2 *    101255 *        21 *     13847 * 32.612472 * 1121.6557 *      3420 * 1617405053.371644 *
*   615728 *        1 *    101257 *         4 *      2357 * 32.388538 * 997.28924 *      3565 * 1617430002.639359 *
*   615829 *        3 *    101257 *        11 *      3921 * 32.403213 * 1096.2989 *      3440 * 1617433673.121191 *
*   616043 *       11 *    101257 *        25 *      5366 * 32.516624 * 1007.6080 *      3472 * 1617443352.680354 *
*   616143 *       16 *    101258 *         6 *      5385 * 32.541755 * 1055.0329 *      3406 * 1617448403.026755 *
