*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   618524 *        1 *    101262 *        43 *      1208 * 37.967121 * 855.72015 *        -5 * 1617578795.570472 *
*   618754 *        0 *    101262 *        63 *      5426 * 36.236362 * 1096.1569 *        -5 * 1617589738.626566 *
*   619021 *        5 *    101263 *        24 *      8386 * 36.672603 * 953.51220 *        -5 * 1617602302.717804 *
*   619412 *        0 *    101263 *        56 *      5504 * 35.435665 * 1161.8828 *        -5 * 1617619977.511489 *
*   619512 *        1 *    101263 *        63 *      3847 * 36.194629 * 1003.9066 *        -5 * 1617623645.512404 *
*   619751 *        2 *    101264 *        18 *      6489 * 35.477897 * 1143.7995 *        -5 * 1617634048.124550 *
*   619778 *        0 *    101264 *        20 *      9731 * 35.983398 * 1074.8480 *        -5 * 1617635200.203909 *
*   620221 *        4 *    101266 *         0 *      2169 * 35.772045 * 1154.0022 *        -5 * 1617657082.464553 *
*   620581 *        0 *    101266 *        23 *      6672 * 35.852146 * 1082.7373 *        -5 * 1617670538.022391 *
*   620661 *        4 *    101266 *        28 *      5554 * 36.403392 * 1040.1324 *        -5 * 1617673209.490344 *
*   620958 *        1 *    101266 *        43 *      3643 * 34.777168 * 1216.7398 *        -5 * 1617681814.891770 *
*   621263 *        0 *    101266 *        62 *      2570 * 36.431274 * 994.95190 *        -5 * 1617692965.237900 *
*   621387 *        3 *    101267 *         9 *      2496 * 34.186824 * 906.61035 *        -5 * 1617698117.528290 *
*   621542 *       13 *    101267 *        24 *     10874 * 36.156230 * 891.46960 *        -5 * 1617705570.699657 *
*   621792 *       10 *    101268 *        21 *      1000 * 35.343410 * 1048.2558 *        -5 * 1617731173.888264 *
*   622154 *        3 *    101268 *        63 *      9758 * 36.420982 * 1014.9570 *        -5 * 1617760753.937498 *
*   622202 *        0 *    101269 *         6 *      3981 * 35.489154 * 1102.3026 *        -5 * 1617765418.657521 *
*   622971 *       21 *    101270 *        15 *      9484 *  35.01791 * 1166.0749 *        -5 * 1617807301.717771 *
*   622971 *       22 *    101270 *        15 *      9484 *  35.01791 * 1166.0749 *        -5 * 1617807301.717771 *
*   623087 *        0 *    101270 *        29 *      8181 * 36.101635 * 1172.0102 *        -5 * 1617816685.939488 *
*   623149 *        8 *    101270 *        35 *      7068 * 36.168155 * 1027.0472 *        -5 * 1617820293.566902 *
*   623176 *        6 *    101270 *        38 *     11058 * 36.781612 * 1011.8496 *        -5 * 1617821977.614582 *
*   623649 *        7 *    101271 *        23 *      8391 * 35.768787 * 1112.7395 *        -5 * 1617847894.638071 *
*   623725 *        0 *    101271 *        30 *      8327 * 37.251365 * 1005.8257 *        -5 * 1617851380.941962 *
*   623778 *        7 *    101271 *        36 *       916 * 35.980522 * 1009.3234 *        -5 * 1617854028.372760 *
*   623952 *        3 *    101271 *        49 *     11439 * 36.000995 * 1046.2876 *        -5 * 1617862503.515533 *
*   624415 *       15 *    101272 *        18 *      9301 * 36.208442 * 1090.7767 *        -5 * 1617884450.869469 *
*   624615 *        4 *    101273 *         1 *      1604 * 36.252494 * 973.83233 *        -5 * 1617915432.796297 *
*   624671 *        1 *    101273 *         5 *      9524 * 35.890575 * 1105.7166 *        -5 * 1617917657.892737 *
*   624689 *        7 *    101273 *         8 *      2915 * 36.428585 * 1031.2235 *        -5 * 1617918858.580417 *
*   624739 *        1 *    101273 *        13 *      4583 * 35.896923 * 1064.0999 *        -5 * 1617921446.394902 *
*   624815 *        1 *    101274 *         5 *     11782 * 36.637226 *   905.875 *        -5 * 1617930467.823895 *
*   624997 *        0 *    101274 *        18 *      4249 * 36.660873 * 934.65515 *        -5 * 1617937807.510878 *
*   625183 *       16 *    101274 *        36 *      6699 * 35.751407 * 1085.2786 *        -5 * 1617947250.095543 *
*   625333 *        1 *    101275 *         4 *      7166 * 37.069213 * 927.18249 *        -5 * 1617955250.663531 *
*   625556 *        5 *    101276 *         4 *      8391 * 35.989784 * 1042.1009 *        -5 * 1617964931.549592 *
*   625824 *        3 *    101276 *        24 *     11528 * 36.217281 * 963.30737 *        -5 * 1617978159.555856 *
*   625934 *        5 *    101276 *        37 *       441 * 36.347606 * 1072.0183 *        -5 * 1617984948.393955 *
*   626432 *        7 *    101279 *        40 *     11380 * 35.064102 * 1066.9715 *        -5 * 1618020203.968608 *
*   626569 *       10 *    101279 *        52 *      9470 * 35.184360 * 1036.7882 *        -5 * 1618026568.928952 *
*   626622 *       15 *    101280 *         0 *      8334 * 35.431701 * 1167.6744 *        -5 * 1618031255.304595 *
*   627003 *       31 *    101280 *        48 *      3851 * 37.981796 * 859.00799 *        -5 * 1618058437.587286 *
*   627307 *        7 *    101281 *         2 *     19139 * 36.589382 * 957.77838 *        -5 * 1618072401.451500 *
*   627736 *       20 *    101284 *        11 *      5593 * 36.678390 * 941.18212 *        -5 * 1618122447.279868 *
*   628447 *       12 *    101286 *         1 *      6130 * 36.085960 * 1043.9354 *        -5 * 1618187004.938773 *
*   628501 *        3 *    101286 *         6 *      5448 * 35.513832 * 1126.6757 *        -5 * 1618189287.544005 *
*   628508 *        4 *    101286 *         7 *      2490 * 35.972656 * 1039.6264 *        -5 * 1618189648.070763 *
*   628646 *        6 *    101286 *        19 *     11727 * 37.033863 * 933.66412 *        -5 * 1618196262.727138 *
*   628766 *        6 *    101286 *        31 *     10550 * 35.685047 * 1034.3134 *        -5 * 1618202517.486291 *
*   628999 *        1 *    101287 *        13 *     11380 * 36.030075 * 1086.1976 *        -5 * 1618216883.588970 *
*   629325 *        1 *    101288 *        16 *      9923 * 35.291328 * 1100.7957 *        -5 * 1618235585.094509 *
*   630291 *        8 *    101289 *         7 *      4306 * 35.321331 * 1156.0252 *        -5 * 1618276180.750087 *
*   630568 *        0 *    101290 *        26 *      1175 * 34.573524 * 834.38275 *        -5 * 1618290496.192517 *
*   630653 *        1 *    101290 *        33 *      9801 * 36.021843 * 1016.5073 *        -5 * 1618294644.149031 *
*   630700 *        4 *    101290 *        37 *     12506 * 35.556186 * 1111.8239 *        -5 * 1618296871.543941 *
*   630723 *        1 *    101290 *        40 *      5487 * 36.294635 * 1015.8810 *        -5 * 1618298193.878329 *
*   631490 *        2 *    101292 *        22 *      2330 * 35.505336 * 1171.2293 *        -5 * 1618347123.429629 *
*   631720 *        5 *    101292 *        43 *     11195 * 35.297626 * 969.07928 *        -5 * 1618359089.253526 *
*   631733 *        8 *    101292 *        44 *      8393 * 36.555545 * 992.07135 *        -5 * 1618359511.502727 *
*   631775 *        7 *    101292 *        49 *      1135 * 36.195724 * 1117.9395 *        -5 * 1618361795.448456 *
*   632264 *        0 *    101296 *         8 *      5275 * 36.615646 * 956.33044 *        -5 * 1618427348.766295 *
*   632296 *       10 *    101296 *        12 *       843 * 36.355419 * 1207.1954 *        -5 * 1618429153.115491 *
*   632416 *        5 *    101296 *        22 *     17539 * 36.351360 * 1038.4610 *        -5 * 1618435710.836760 *
*   632731 *        1 *    101296 *        48 *     10708 * 36.369964 * 1000.7417 *        -5 * 1618449728.497513 *
*   632879 *        0 *    101297 *        12 *      2500 * 35.933380 * 1039.1917 *        -5 * 1618464708.564877 *
*   633023 *        1 *    101297 *        26 *      1245 * 35.391922 * 1081.5816 *        -5 * 1618472106.859349 *
*   633712 *        3 *    101298 *        17 *     17953 * 35.659099 * 1074.5131 *        -5 * 1618505243.088231 *
*   633772 *        1 *    101298 *        21 *      4636 * 36.345027 * 1108.8980 *        -5 * 1618508309.591731 *
*   634864 *       28 *    101300 *         2 *     12647 * 36.220054 * 1032.8815 *        -5 * 1618556536.396949 *
*   635036 *        0 *    101300 *        13 *      2797 * 34.851539 * 1084.0974 *        -5 * 1618563750.599838 *
*   635219 *        2 *    101300 *        27 *      7104 * 36.196830 * 996.39898 *        -5 * 1618575656.313015 *
*   636386 *       31 *    101304 *         2 *       878 * 35.726692 * 987.67669 *        -5 * 1618672218.874577 *
*   636624 *        1 *    101305 *        16 *      8387 * 38.881485 * 679.71594 *        -5 * 1618695258.875054 *
*   636682 *        4 *    101305 *        25 *      7999 * 38.942672 * 826.53027 *        -5 * 1618700671.271854 *
*   638500 *        0 *    101317 *         6 *      8648 * 35.585018 * 1127.4046 *        -5 * 1618879925.165823 *
*   640190 *        1 *    101330 *        21 *      9697 * 35.526115 * 1134.5671 *        -5 * 1619122336.588824 *
*   640319 *        0 *    101330 *        53 *     13707 * 35.317661 * 1123.2855 *        -5 * 1619145666.213578 *
*   641371 *        1 *    101333 *         5 *      7171 * 36.597389 * 1139.2199 *        -5 * 1619273832.946372 *
*   642220 *        1 *    101335 *        44 *      1936 * 35.440975 * 1063.3430 *        -5 * 1619327701.257810 *
*   645094 *       12 *    101341 *         8 *     13418 * 50.506477 * 479.25067 *        -5 * 1619475225.744780 *
*   646167 *       12 *    101347 *        16 *     12116 * 47.491359 * 545.44921 *        -5 * 1619583108.456927 *
*   646885 *       17 *    101349 *        20 *      3841 * 52.652072 * 480.72799 *        -5 * 1619655441.074285 *
*   648975 *       25 *    101357 *        26 *     14462 * 55.856578 * 522.18786 *        -5 * 1619838257.163307 *
*   649820 *       19 *    101358 *        61 *     11633 * 50.577777 * 561.39544 *        -5 * 1619906146.470561 *
*   651738 *        2 *    101362 *        57 *     15008 * 52.397720 * 576.82592 *        -5 * 1620072081.991340 *
*   651960 *       17 *    101363 *        19 *     14363 * 44.284416 * 487.33065 *        -5 * 1620090784.007079 *
*   653299 *        6 *    101365 *        55 *     15191 * 50.419910 * 525.06738 *        -5 * 1620197814.639615 *
*   653487 *       46 *    101366 *        13 *      4658 * 50.254665 * 398.36972 *        -5 * 1620212006.129376 *
*   654328 *        4 *    101367 *        46 *     14954 * 47.129707 * 508.02691 *        -5 * 1620289980.006936 *
